source_row,Title,Publication,Date,DOI,remaining_reason,elsevier_status,is_oa,oa_status,best_oa_url,unpaywall_pdf_status,unpaywall_pdf_file,unpaywall_pdf_error
1211,Atomic Layer Deposition of Defective Amorphous TiOx Thin Films with Improved Photoelectrochemical Performance,ACS Applied Materials and Interfaces,2023-10-04,10.1021/acsami.3c06780,closed in Unpaywall,404 not found,False,closed,,,,
1212,Interplay of Precursor and Plasma for The Deposition of HfO2 via PEALD: Film Growth and Dielectric Properties,Advanced Materials Interfaces,2023-10-04,10.1002/admi.202300244,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300244,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300244')
1213,Dramatic Reduction of Silicon Surface Recombination by ALD TiOx Capping Layer from TiCl4 and H2O: The Role of Chlorine,ACS Applied Materials and Interfaces,2023-10-04,10.1021/acsami.3c09083,closed in Unpaywall,404 not found,False,closed,,,,
1214,Vapor-Phase Infiltrated Organic–Inorganic Positive-Tone Hybrid Photoresist for Extreme UV Lithography,Advanced Materials Interfaces,2023-10-04,10.1002/admi.202300420,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300420,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300420')
1216,Experimental Investigation of Electrochemical Capacitive Responses versus Pore Geometries through Artificial Nanotubes,Micromachines,2023-10-01,10.3390/mi14101909,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2072-666X/14/10/1909/pdf?version=1696659077,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2072-666X/14/10/1909/pdf?version=1696659077')
1219,Stabilizing Antiferroelectric-Like Aluminum-Doped Hafnium Oxide for Energy Storage Capacitors,Advanced Engineering Materials,2023-10-01,10.1002/adem.202300443,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adem.202300443,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adem.202300443')
1220,Effects of different metal electrodes on the ferroelectric properties of HZO thin films,Journal of Materials Science Materials in Electronics,2023-10-01,10.1007/s10854-023-11303-y,closed in Unpaywall,404 not found,False,closed,,,,
1221,DFT modeling of atomic layer deposition of Ru interconnect metal for EUV scaling,MRS Advances,2023-10-01,10.1557/s43580-022-00482-1,closed in Unpaywall,404 not found,False,closed,,,,
1222,"Emerging Atomic Layer Deposition Technology toward High-k Gate Dielectrics, Energy, and Photocatalysis Applications",Energy Technology,2023-10-01,10.1002/ente.202300289,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ente.202300289,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ente.202300289')
1223,Mechanical and Optical Properties of Cr2O3 Thin Films Grown by Atomic Layer Deposition Method Using Cr(thd)3 and Ozone,Nanomaterials,2023-10-01,10.3390/nano13192702,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-4991/13/19/2702/pdf?version=1696417820,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-4991/13/19/2702/pdf?version=1696417820')
1225,Less Energetic Routes for the Production of SiOx Films from Tris(dimethylamino)silane by Plasma Enhanced Atomic Layer Deposition,Coatings,2023-10-01,10.3390/coatings13101730,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-6412/13/10/1730/pdf?version=1696401389,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-6412/13/10/1730/pdf?version=1696401389')
1227,Inserted Al2O3Barrier Layer for Improvement in Stability of Mini Light Emitting Diodes,IEEE Transactions on Electron Devices,2023-10-01,10.1109/TED.2023.3302274,closed in Unpaywall,404 not found,False,closed,,,,
1228,In-Depth Physical Mechanism Analysis of Polymer Artificial Optoelectronic Synapse with High Endurance and Applications of Visual System and Operant Conditioning,Advanced Electronic Materials,2023-10-01,10.1002/aelm.202300135,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202300135,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202300135')
1230,Mitigating Heavy Ion Irradiation-Induced Degradation in p-type SnO Thin-Film Transistors at Room Temperature,Physica Status Solidi A Applications and Materials Science,2023-10-01,10.1002/pssa.202300392,OA PDF download failed,404 not found,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pssa.202300392,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pssa.202300392')
1234,Novel Bilayer SnO2 Electron Transport Layers with Atomic Layer Deposition for High-Performance α-FAPbI3 Perovskite Solar Cells,Small,2023-09-27,10.1002/smll.202303254,closed in Unpaywall,404 not found,False,closed,,,,
1236,Nature of GaOx Shells Grown on Silica by Atomic Layer Deposition,Chemistry of Materials,2023-09-26,10.1021/acs.chemmater.3c00923,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acs.chemmater.3c00923,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.chemmater.3c00923')
1239,Performance enhancement of HfO2-based resistive random-access memory devices using ZnO nanoparticles,Nanotechnology,2023-09-24,10.1088/1361-6528/ace057,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1088/1361-6528/ace057,failed,,no PDF link found on OA page
1240,Area-Selective Deposition by Cyclic Adsorption and Removal of 1-Nitropropane,Journal of Physical Chemistry A,2023-09-21,10.1021/acs.jpca.3c04339,closed in Unpaywall,404 not found,False,closed,,,,
1241,"Synergetic Effects of Nanoscale ALD-HfO2 Coatings and Bionic Microstructures for Antiadhesive Surgical Electrodes: Improved Cutting Performance, Antibacterial Property, and Biocompatibility",ACS Applied Materials and Interfaces,2023-09-20,10.1021/acsami.3c09374,closed in Unpaywall,404 not found,False,closed,,,,
1242,Effects of atmospheric UV-O3 exposure of WSe2 on the properties of the HfO2/WSe2 interface,Applied Physics Letters,2023-09-18,10.1063/5.0165599,closed in Unpaywall,404 not found,False,closed,,,,
1243,Atomic layer deposited high quality AlN thin films for efficient thermal management,Journal of Materials Chemistry A,2023-09-18,10.1039/d3ta04618d,closed in Unpaywall,404 not found,False,closed,,,,
1250,Area-Selective Atomic Layer Deposition for Resistive Random-Access Memory Devices,ACS Applied Materials and Interfaces,2023-09-13,10.1021/acsami.3c05822,closed in Unpaywall,404 not found,False,closed,,,,
1251,Tailoring the performance of the LiNi0.8Mn0.1Co0.1O2 cathode using Al2O3 and MoO3 artificial cathode electrolyte interphase (CEI) layers through plasma-enhanced atomic layer deposition (PEALD) coating,Dalton Transactions,2023-09-13,10.1039/d3dt02865h,closed in Unpaywall,404 not found,False,closed,,,,
1253,Thermal Atomic Layer Etching of Zinc Sulfide Using Sequential Trimethylaluminum and Hydrogen Fluoride Exposures: Evidence for a Conversion Mechanism,Chemistry of Materials,2023-09-12,10.1021/acs.chemmater.3c00616,closed in Unpaywall,404 not found,False,closed,,,,
1254,Atomic Layer Deposition of Ultrathin Al2O3 Layer on Carbon Nanotube Anodes for Potassium Ion Batteries with High Initial Coulombic Efficiency and Electrochemical Performance,Advanced Materials Technologies,2023-09-11,10.1002/admt.202300435,OA PDF download failed,404 not found,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202300435,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202300435')
1256,Direct-Patterning ZnO Deposition by Atomic-Layer Additive Manufacturing Using a Safe and Economical Precursor,Small,2023-09-06,10.1002/smll.202301774,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202301774,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202301774')
1258,In Pursuit of Next Generation N-Heterocyclic Carbene-Stabilized Copper and Silver Precursors for Metalorganic Chemical Vapor Deposition and Atomic Layer Deposition Processes,Chemistry Switzerland,2023-09-01,10.3390/chemistry5030138,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2624-8549/5/3/138/pdf?version=1695212536,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2624-8549/5/3/138/pdf?version=1695212536')
1259,Preparation and Photoelectric Properties of Silver Nanowire/ZnO Thin Film Ultraviolet Detector,Electronic Materials Letters,2023-09-01,10.1007/s13391-023-00421-8,closed in Unpaywall,404 not found,False,closed,,,,
1260,Conformal Three-Dimensional Platinum Coating Using Rotary-Type Atomic Layer Deposition for a Diesel Oxidation Catalyst Application,International Journal of Precision Engineering and Manufacturing Green Technology,2023-09-01,10.1007/s40684-022-00475-3,closed in Unpaywall,404 not found,False,closed,,,,
1261,Radiation-Hardened ReRAM Devices for Flexible Electronics,IEEE Journal on Flexible Electronics,2023-09-01,10.1109/JFLEX.2023.3289481,closed in Unpaywall,404 not found,False,closed,,,,
1262,Intrinsic and atomic layer etching enhanced area-selective atomic layer deposition of molybdenum disulfide thin films,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-09-01,10.1116/6.0002811,closed in Unpaywall,404 not found,False,closed,,,,
1264,Effects of pre-deposition on the optoelectronic properties of AZO films by atomic layer deposition,Journal of Materials Science Materials in Electronics,2023-09-01,10.1007/s10854-023-11132-z,closed in Unpaywall,404 not found,False,closed,,,,
1266,Effect of oxidant sources on carbon-related impurities in ALD-Al2O3 for solid-state devices,Applied Physics Express,2023-09-01,10.35848/1882-0786/acf486,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.35848/1882-0786/acf486,failed,,no PDF link found on OA page
1267,The growth mechanisms of TiO2 film onto PET surfaces by atomic layer deposition,Materials Research Express,2023-09-01,10.1088/2053-1591/acf650,OA PDF download failed,404 not found,True,gold,https://iopscience.iop.org/article/10.1088/2053-1591/acf650/pdf,failed,,no PDF link found on OA page
1269,Stepped Identical Reset-Pulse and Lookup Table Programming of Multilevel Conductance in HfOx/AlOy Superlattice-Like Memristors,IEEE Transactions on Electron Devices,2023-09-01,10.1109/TED.2023.3294352,closed in Unpaywall,404 not found,False,closed,,,,
1271,Preparation and microwave absorption properties of Co3Fe7@ZnO core-shell nanofibers,Zhongguo Youse Jinshu Xuebao Chinese Journal of Nonferrous Metals,2023-09-01,10.11817/j.ysxb.1004.0609.2022-43750,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
1274,Atomic Layer Deposition of GeSb2Te4 Thin Films for Reliable Phase Change Memory With a High Dynamic Range,IEEE Electron Device Letters,2023-09-01,10.1109/LED.2023.3296807,closed in Unpaywall,404 not found,False,closed,,,,
1275,Density functional theory study on reaction mechanisms of Co(tbu2DAD)2 for area selective-atomic layer deposition of Co films on metal surfaces,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-09-01,10.1116/6.0002840,closed in Unpaywall,404 not found,False,closed,,,,
1277,Effect of Electrode Material on the Polarization Switching Kinetics of Hf0.5Zr0.5O2 Film,IEEE Electron Device Letters,2023-09-01,10.1109/LED.2023.3294522,closed in Unpaywall,404 not found,False,closed,,,,
1278,Atomic layer deposition of thin films: from a chemistry perspective,International Journal of Extreme Manufacturing,2023-09-01,10.1088/2631-7990/acd88e,OA PDF download failed,404 not found,True,gold,https://iopscience.iop.org/article/10.1088/2631-7990/acd88e/pdf,failed,,no PDF link found on OA page
1279,Effect of atomic layer annealing in plasma-enhanced atomic layer deposition of aluminum nitride on silicon,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-09-01,10.1116/6.0002705,OA PDF download failed,404 not found,True,hybrid,https://pubs.aip.org/avs/jva/article-pdf/doi/10.1116/6.0002705/18050531/052401_1_6.0002705.pdf,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/avs/jva/article-pdf/doi/10.1116/6.0002705/18050531/052401_1_6.0002705.pdf')
1280,High crystalline epitaxial thin films of NiO by plasma-enhanced ALD and their properties,APL Materials,2023-09-01,10.1063/5.0157628,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1063/5.0157628,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/apm/article/11/9/091105/2909741/High-crystalline-epitaxial-thin-films-of-NiO-by')
1281,Atomic Layer Etching Applications in Nano-Semiconductor Device Fabrication,Electronic Materials Letters,2023-09-01,10.1007/s13391-023-00409-4,closed in Unpaywall,404 not found,False,closed,,,,
1283,Low-Energy He+ Ions Induced Functionalization of the MoS2 Surface for ALD HfO2 Growth Enhancement,Journal of Physical Chemistry C,2023-08-31,10.1021/acs.jpcc.3c00578,closed in Unpaywall,404 not found,False,closed,,,,
1284,Molecular Mechanism of Selective Al2O3 Atomic Layer Deposition on Self-Assembled Monolayers,ACS Applied Materials and Interfaces,2023-08-30,10.1021/acsami.3c09529,closed in Unpaywall,404 not found,False,closed,,,,
1286,Group 10 Metal Allyl Amidinates: A Family of Readily Accessible and Stable Molecular Precursors to Generate Supported Nanoparticles,Jacs Au,2023-08-28,10.1021/jacsau.3c00334,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1021/jacsau.3c00334,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/jacsau.3c00334')
1287,Impact of Surface Hydroxyl Groups on CuO Film Growth by Atomic Layer Deposition,Langmuir,2023-08-22,10.1021/acs.langmuir.3c01109,closed in Unpaywall,404 not found,False,closed,,,,
1288,Low-Resistivity Titanium Nitride Thin Films Fabricated by Atomic Layer Deposition with TiCl4 and Metal-Organic Precursors in Horizontal Vias,ACS Applied Electronic Materials,2023-08-22,10.1021/acsaelm.3c00245,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acsaelm.3c00245,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaelm.3c00245')
1289,Enhanced Endurance and Imprint Properties in Hf0.5Zr0.5O2−δ Ferroelectric Capacitors by Tailoring the Oxygen Vacancy,ACS Applied Electronic Materials,2023-08-22,10.1021/acsaelm.3c00756,closed in Unpaywall,404 not found,False,closed,,,,
1290,Enhancing the Crystallization and Properties of the SrRuO3 Electrode Film Grown by Atomic-Layer-Deposited SrO and Pulsed-Chemical Vapor-Deposited RuO2 through Al Substitution,ACS Applied Electronic Materials,2023-08-22,10.1021/acsaelm.3c00448,closed in Unpaywall,404 not found,False,closed,,,,
1291,"Atomic Layer Deposition Route to Scalable, Electronic-Grade van der Waals Te Thin Films",ACS Nano,2023-08-22,10.1021/acsnano.3c03559,closed in Unpaywall,404 not found,False,closed,,,,
1292,Precise control of the catalyst interface at the atomic level,Materials Chemistry Frontiers,2023-08-19,10.1039/d3qm00760j,closed in Unpaywall,404 not found,False,closed,,,,
1297,Area-Selective Atomic Layer Deposition of Al2O3 with a Methanesulfonic Acid Inhibitor,Chemistry of Materials,2023-08-08,10.1021/acs.chemmater.3c00904,closed in Unpaywall,404 not found,False,closed,,,,
1298,Enhanced Energy Transfer between Nitrogen-Vacancy Centers and 2D MoS2 Films Accurately Fabricated by Atomic Layer Deposition,Advanced Optical Materials,2023-08-07,10.1002/adom.202203105,closed in Unpaywall,404 not found,False,closed,,,,
1300,Atomic layer engineering on resistive switching in sub-4 nm AlN resistive random access memory devices,Journal of Materials Chemistry C,2023-08-02,10.1039/d3tc00542a,closed in Unpaywall,404 not found,False,closed,,,,
1301,Atomic Layer Deposition of Ga2O3 from GaI3 and O3: Growth of High-Density Phases,Crystal Growth and Design,2023-08-02,10.1021/acs.cgd.3c00502,closed in Unpaywall,404 not found,False,closed,,,,
1302,Atomic Layer Deposition of Titanium Oxide-Based Films for Semiconductor Applications—Effects of Precursor and Operating Conditions,Materials,2023-08-01,10.3390/ma16165522,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/1996-1944/16/16/5522/pdf?version=1691496668,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/1996-1944/16/16/5522/pdf?version=1691496668')
1304,Vertical GaN Transistor with Semi-Insulating Channel,Physica Status Solidi A Applications and Materials Science,2023-08-01,10.1002/pssa.202200776,OA PDF download failed,404 not found,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pssa.202200776,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pssa.202200776')
1307,Plasma-Enhanced Atomic Layer Deposition of GaN Thin Films on GaAs Substrate,Bandaoti Guangdian Semiconductor Optoelectronics,2023-08-01,10.16818/j.issn1001-5868.2023031501,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
1308,Mechanisms of the Redistribution of Carbon Contamination in Films Formed by Atomic Layer Deposition,Russian Microelectronics,2023-08-01,10.1134/S1063739723700476,closed in Unpaywall,404 not found,False,closed,,,,
1313,Synthesis of AlOxNy thin films using a two-step PE-ALD process,Aip Advances,2023-08-01,10.1063/5.0154468,OA PDF download failed,404 not found,True,gold,https://pubs.aip.org/aip/adv/article-pdf/doi/10.1063/5.0154468/18099200/085128_1_5.0154468.pdf,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/aip/adv/article-pdf/doi/10.1063/5.0154468/18099200/085128_1_5.0154468.pdf')
1314,Coating of Si3N4 with HAp via atomic layer deposition,Journal of Ceramic Processing Research,2023-08-01,10.36410/jcpr.2023.24.4.736,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
1317,Selection Criteria for Small-Molecule Inhibitors in Area-Selective Atomic Layer Deposition: Fundamental Surface Chemistry Considerations,Accounts of Chemical Research,2023-08-01,10.1021/acs.accounts.3c00221,closed in Unpaywall,404 not found,False,closed,,,,
1320,Uniformity of AZO conductive film on microchannel plate by atomic layer deposition and effect of annealing on bulk resistance,Materials Research Express,2023-08-01,10.1088/2053-1591/acedee,OA PDF download failed,404 not found,True,gold,https://iopscience.iop.org/article/10.1088/2053-1591/acedee/pdf,failed,,no PDF link found on OA page
1321,The interface of atomic layer deposited ZrO2 on Si/SiO2 from an alkoxide zirconium precursor and ethanol: A transmission electron microscopy-focused study,Surface and Interface Analysis,2023-08-01,10.1002/sia.7211,closed in Unpaywall,404 not found,False,closed,,,,
1323,Yttrium Doping Effects on Ferroelectricity and Electric Properties of As-Deposited Hf1−xZrxO2 Thin Films via Atomic Layer Deposition,Nanomaterials,2023-08-01,10.3390/nano13152187,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-4991/13/15/2187/pdf?version=1690448193,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-4991/13/15/2187/pdf?version=1690448193')
1325,"Thermal atomic layer deposition of Er2O3 films from a volatile, thermally stable enaminolate precursor",Dalton Transactions,2023-07-27,10.1039/d3dt01824e,OA PDF download failed,404 not found,True,bronze,https://pubs.rsc.org/en/content/articlepdf/2023/dt/d3dt01824e,failed,,downloaded response was not a PDF
1326,Toolbox of Advanced Atomic Layer Deposition Processes for Tailoring Large-Area MoS2 Thin Films at 150 °C,ACS Applied Materials and Interfaces,2023-07-26,10.1021/acsami.3c02466,OA PDF download failed,404 not found,True,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acsami.3c02466,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsami.3c02466')
1327,In Situ Monitoring of Etching Characteristic and Surface Reactions in Atomic Layer Etching of SiN Using Cyclic CF4/H2 and H2 Plasmas,ACS Applied Materials and Interfaces,2023-07-26,10.1021/acsami.3c04705,closed in Unpaywall,404 not found,False,closed,,,,
1328,"Molybdenum(III) Amidinate: Synthesis, Characterization, and Vapor Phase Growth of Mo-Based Materials",ACS Applied Materials and Interfaces,2023-07-26,10.1021/acsami.3c04074,closed in Unpaywall,404 not found,False,closed,,,,
1329,Area-Selective Deposition of Ruthenium Using Homometallic Precursor Inhibitor,Chemistry of Materials,2023-07-25,10.1021/acs.chemmater.3c00525,closed in Unpaywall,404 not found,False,closed,,,,
1331,Nonvolatile flash memory device with ferroelectric blocking layer via in situ ALD process,Applied Physics Letters,2023-07-24,10.1063/5.0123608,closed in Unpaywall,404 not found,False,closed,,,,
1333,Nucleation and Layer Closure Behavior of Iridium Films Grown Using Atomic Layer Deposition,Journal of Physical Chemistry Letters,2023-07-20,10.1021/acs.jpclett.3c01369,closed in Unpaywall,404 not found,False,closed,,,,
1334,Nucleation of Co and Ru Precursors on Silicon with Different Surface Terminations: Impact on Nucleation Delay,Journal of Physical Chemistry C,2023-07-20,10.1021/acs.jpcc.3c02933,OA PDF download failed,404 not found,True,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.3c02933,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.3c02933')
1335,Low-Temperature Atomic Layer Deposition of Double-Layer Water Vapor Barrier for High Humidity Stable Perovskite Solar Cells,Advanced Optical Materials,2023-07-18,10.1002/adom.202300148,closed in Unpaywall,404 not found,False,closed,,,,
1336,Room Temperature Synthesis and Near-infrared Fluorescence Performance Optimization of Ag2Se@Ag2S Core-shell Quantum Dots,Acta Chimica Sinica,2023-07-15,10.6023/A23040128,OA PDF download failed,404 not found,True,bronze,http://sioc-journal.cn/Jwk_hxxb/EN/article/downloadArticleFile.do?attachType=PDF&id=350174,failed,,HTTPError('403 Client Error: Forbidden for url: https://sioc-journal.cn/Jwk_hxxb/EN/article/downloadArticleFile.do?attachType=PDF&id=350174')
1339,Low-Temperature Growth of 2D-MoS2 Thin Films by Plasma-Enhanced Atomic Layer Deposition Using a New Molybdenum Precursor and Applicability to Gas Sensors,ACS Applied Nano Materials,2023-07-14,10.1021/acsanm.3c01887,closed in Unpaywall,404 not found,False,closed,,,,
1340,Temperature-Driven Anisotropic Mg2+ Doping for a Pillared LiCoO2 Interlayer Surface in High-Voltage Applications,ACS Applied Materials and Interfaces,2023-07-12,10.1021/acsami.3c05667,closed in Unpaywall,404 not found,False,closed,,,,
1347,In Situ H-Radical Surface Treatment on Aluminum Gallium Nitride for High-Performance Aluminum Gallium Nitride/Gallium Nitride MIS-HEMTs Fabrication,Micromachines,2023-07-01,10.3390/mi14071278,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2072-666X/14/7/1278/pdf?version=1687349536,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2072-666X/14/7/1278/pdf?version=1687349536')
1348,"Comparison of BCl3, TiCl4, and SOCl2 chlorinating agents for atomic layer etching of TiO2 and ZrO2 using tungsten hexafluoride",Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-07-01,10.1116/6.0002708,closed in Unpaywall,404 not found,False,closed,,,,
1349,Plasma enhanced atomic layer deposition of manganese nitride thin film from manganese amidinate and ammonia plasma,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-07-01,10.1116/6.0002484,closed in Unpaywall,404 not found,False,closed,,,,
1353,Electron-enhanced SiO2 atomic layer deposition at 35 °C using disilane and ozone or water as reactants,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-07-01,10.1116/6.0002726,closed in Unpaywall,404 not found,False,closed,,,,
1354,Atomic layer deposition of calcium fluoride for barrier coating applications,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-07-01,10.1116/6.0002563,closed in Unpaywall,404 not found,False,closed,,,,
1355,High-Performance Graphene-Dielectric Interface by UV-Assisted Atomic Layer Deposition for Graphene Field Effect Transistor,Advanced Electronic Materials,2023-07-01,10.1002/aelm.202300074,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202300074,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202300074')
1357,Numerical Simulation of the Film Distribution During Atomic Layer Deposition within Porous Substrates,Zhenkong Kexue Yu Jishu Xuebao Journal of Vacuum Science and Technology,2023-07-01,10.13922/j.cnki.cjvst.202210005,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
1358,Optimization of Polyelectrolyte and Polymers in Inorganic/Organic Hybrid Gate Dielectrics for Flexible OFETs,IEEE Journal on Flexible Electronics,2023-07-01,10.1109/JFLEX.2023.3308082,closed in Unpaywall,404 not found,False,closed,,,,
1360,Atomic Layer Deposition of Alumina-Coated Thin-Film Cathodes for Lithium Microbatteries,International Journal of Molecular Sciences,2023-07-01,10.3390/ijms241311207,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/1422-0067/24/13/11207/pdf?version=1688718275,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/1422-0067/24/13/11207/pdf?version=1688718275')
1361,Novel liquid cobalt precursor for metal atomic layer deposition,Japanese Journal of Applied Physics,2023-07-01,10.35848/1347-4065/acc256,OA PDF download failed,404 not found,True,hybrid,https://iopscience.iop.org/article/10.35848/1347-4065/acc256/pdf,failed,,no PDF link found on OA page
1366,Novel Volatile Heteroleptic Barium Complexes Using Tetradentate Ligand and β-Diketonato Ligand,ACS Omega,2023-06-27,10.1021/acsomega.3c01697,OA PDF download failed,404 not found,True,gold,https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c01697,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c01697')
1367,Reduction of Fermi-Level Pinning and Controlling of Ni/β-Ga2O3 Schottky Barrier Height Using an Ultrathin HfO2 Interlayer,ACS Applied Electronic Materials,2023-06-27,10.1021/acsaelm.3c00259,closed in Unpaywall,404 not found,False,closed,,,,
1368,Synthesis of Micron-Sized WS2 Crystallites Using Atomic Layer Deposition and Sulfur Annealing,Chemistry of Materials,2023-06-27,10.1021/acs.chemmater.3c00013,closed in Unpaywall,404 not found,False,closed,,,,
1369,Atomic Layer Deposition of Boron-Doped Al2O3 Dielectric Films,Advanced Materials Interfaces,2023-06-27,10.1002/admi.202300173,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300173,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300173')
1371,Realization of an autonomously controllable process for atomic layer deposition and its encapsulation application in flexible organic light-emitting diodes,Optics Express,2023-06-19,10.1364/OE.488152,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1364/oe.488152,failed,,no PDF link found on OA page
1372,Atomic Layer Deposition of Ru Thin Film Using a Newly Synthesized Precursor with Open-Coordinated Ligands,Advanced Materials Interfaces,2023-06-16,10.1002/admi.202202445,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202202445,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202202445')
1373,Solid-State NMR Spectroscopic Investigation of TiO2 Grown on Silica Nanoparticles by Solution Atomic Layer Deposition,Advanced Materials Interfaces,2023-06-16,10.1002/admi.202202131,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202202131,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202202131')
1379,"Area-Selective Atomic Layer Deposition on Metal/Dielectric Patterns: Amphiphobic Coating, Vaporizable Inhibitors, and Regenerative Processing",ACS Applied Materials and Interfaces,2023-06-14,10.1021/acsami.3c03752,closed in Unpaywall,404 not found,False,closed,,,,
